node_1|node_2|edge|chunk_id
người lao động|lương|Trường hợp vì lý do bất khả kháng mà người sử dụng lao động đã tìm mọi biện pháp khắc phục nhưng không thể trả lương đúng hạn thì không được chậm quá 30 ngày; nếu trả lương chậm từ 15 ngày trở lên thì người sử dụng lao động phải đền bù cho người lao động một khoản tiền ít nhất bằng số tiền lãi của số tiền trả chậm tính theo lãi suất huy động tiền gửi có kỳ hạn 01 tháng do ngân hàng nơi người sử dụng lao động mở tài khoản trả lương cho người lao động công bố tại thời điểm trả lương.|a711551841c44daeb61a256f0a426dff
người lao động|tiền lương|Người lao động is related to tiền lương as they are the recipient of the payment for their work.|33f56d806877402ebf2a0d59569cfd89
làm thêm giờ|người lao động|làm thêm giờ is related to Người lao động as it indicates the type of work done by employees.|33f56d806877402ebf2a0d59569cfd89
làm thêm giờ|tiền lương|làm thêm giờ is related to tiền lương as the payment for overtime work is based on tiền lương.|33f56d806877402ebf2a0d59569cfd89
làm thêm giờ|ban đêm|làm thêm giờ is related to ban đêm as there are specific regulations for payment related to working overtime at night.|33f56d806877402ebf2a0d59569cfd89
ngày thường|làm thêm giờ|ngày thường is related to làm thêm giờ as there are specific payment percentages for overtime work on regular days.|33f56d806877402ebf2a0d59569cfd89
ngày nghỉ hằng tuần|làm thêm giờ|ngày nghỉ hằng tuần is related to làm thêm giờ as there are specific payment percentages for overtime work on weekly days off.|33f56d806877402ebf2a0d59569cfd89
ngày nghỉ lễ, tết, ngày nghỉ có hưởng lương|làm thêm giờ|ngày nghỉ lễ, tết, ngày nghỉ có hưởng lương is related to làm thêm giờ as there are specific payment percentages for overtime work on holidays.|33f56d806877402ebf2a0d59569cfd89
làm việc|ban đêm|làm việc is related to ban đêm as there are specific regulations for payment related to working at night.|33f56d806877402ebf2a0d59569cfd89
chính phủ|điều này|quy định chi tiết|40e9f9ea9c994f1d8d57a4744615bc99
ngừng việc|người lao động|phải ngừng việc, người lao động được trả lương theo hợp đồng lao động|5578b49826234e6d80ae2bfc4d1f171d
ngừng việc|người sử dụng lao động|lỗi của người sử dụng lao động thì người lao động được trả đủ tiền lương theo hợp đồng lao động|5578b49826234e6d80ae2bfc4d1f171d
ngừng việc|người lao động|lỗi của người lao động thì người đó không được trả lương|5578b49826234e6d80ae2bfc4d1f171d
ngừng việc|người lao động|người lao động khác trong cùng đơn vị phải ngừng việc thì được trả lương theo mức do hai bên thỏa thuận nhưng không được thấp hơn mức lương tối thiểu|5578b49826234e6d80ae2bfc4d1f171d
ngừng việc|người sử dụng lao động|vì sự cố về điện, nước mà không do lỗi của người sử dụng lao động hoặc do thiên tai, hỏa hoạn, dịch bệnh nguy hiểm, địch họa, di dời địa điểm hoạt động theo yêu cầu của cơ quan nhà nước có thẩm quyền hoặc vì lý do kinh tế thì hai bên thỏa thuận về tiền lương ngừng việc|5578b49826234e6d80ae2bfc4d1f171d
ngừng việc|người sử dụng lao động|ngừng việc từ 14 ngày làm việc trở xuống thì tiền lương ngừng việc được thỏa thuận không thấp hơn mức lương tối thiểu|5578b49826234e6d80ae2bfc4d1f171d
ngừng việc|người sử dụng lao động|phải ngừng việc trên 14 ngày làm việc thì tiền lương ngừng việc do hai bên thỏa thuận nhưng phải bảo đảm tiền lương ngừng việc trong 14 ngày đầu tiên không thấp hơn mức lương tối thiểu|5578b49826234e6d80ae2bfc4d1f171d
người cai thầu|người sử dụng lao động|người cai thầu được sử dụng bởi người sử dụng lao động để trả lương cho người lao động theo quy định pháp luật|7f3347b8932940ecb6e412c2c01832bf
người cai thầu|người lao động|người cai thầu có trách nhiệm trả lương và bảo đảm các quyền lợi cho người lao động nếu không làm được thì người sử dụng lao động là chủ chính phải chịu trách nhiệm|7f3347b8932940ecb6e412c2c01832bf
người cai thầu|cơ quan nhà nước|người sử dụng lao động là chủ chính có quyền yêu cầu người cai thầu đền bù hoặc yêu cầu cơ quan nhà nước có thẩm quyền giải quyết tranh chấp theo quy định của pháp luật|7f3347b8932940ecb6e412c2c01832bf
người lao động|tạm ứng tiền lương|người lao động được tạm ứng tiền lương theo điều kiện do hai bên thỏa thuận và không bị tính lãi.|0a42145065264f8c9dbf0fc511206d47
người sử dụng lao động|tạm ứng tiền lương|người sử dụng lao động phải cho người lao động tạm ứng tiền lương tương ứng với số ngày người lao động tạm thời nghỉ việc để thực hiện nghĩa vụ công dân từ 01 tuần trở lên nhưng tối đa không quá 01 tháng tiền lương theo hợp đồng lao động và người lao động phải hoàn trả số tiền đã tạm ứng.|0a42145065264f8c9dbf0fc511206d47
người lao động|tạm ứng tiền lương|khi nghỉ hằng năm, người lao động được tạm ứng một khoản tiền ít nhất bằng tiền lương của những ngày nghỉ.|0a42145065264f8c9dbf0fc511206d47
người lao động|nghỉ việc|người lao động được tạm ứng tiền lương tương ứng với số ngày người lao động tạm thời nghỉ việc để thực hiện nghĩa vụ công dân từ 01 tuần trở lên nhưng tối đa không quá 01 tháng tiền lương theo hợp đồng lao động và người lao động phải hoàn trả số tiền đã tạm ứng.|0a42145065264f8c9dbf0fc511206d47
người lao động|nhập ngũ|người lao động nhập ngũ theo quy định của Luật Nghĩa vụ quân sự thì không được tạm ứng tiền lương.|0a42145065264f8c9dbf0fc511206d47
người lao động|nghỉ hằng năm|khi nghỉ hằng năm, người lao động được tạm ứng một khoản tiền ít nhất bằng tiền lương của những ngày nghỉ.|0a42145065264f8c9dbf0fc511206d47
người sử dụng lao động|tiền lương|Người sử dụng lao động chỉ được khấu trừ tiền lương của người lao động để bồi thường thiệt hại do làm hư hỏng dụng cụ, thiết bị, tài sản của người sử dụng lao động|861521145e8c452784d4aebbf755db14
người sử dụng lao động|bộ luật|theo quy định tại Điều 129 của Bộ luật này|861521145e8c452784d4aebbf755db14
người lao động|khấu trừ tiền lương|Người lao động có quyền được biết lý do khấu trừ tiền lương của mình|861521145e8c452784d4aebbf755db14
khấu trừ tiền lương|mức khấu trừ tiền lương|Mức khấu trừ tiền lương hằng tháng không được quá 30% tiền lương thực trả hằng tháng của người lao động sau khi trích nộp các khoản bảo hiểm xã hội bắt buộc, bảo hiểm y tế, bảo hiểm thất nghiệp, thuế thu nhập cá nhân|861521145e8c452784d4aebbf755db14
mức khấu trừ tiền lương|người lao động|Điều 103|861521145e8c452784d4aebbf755db14
chế độ nâng lương|chế độ nâng bậc|related by being part of the same policy for employee benefits|8f49cb39c0ec4baf9bae0f598db33472
chế độ nâng lương|phụ cấp|related by being part of the same policy for employee benefits|8f49cb39c0ec4baf9bae0f598db33472
chế độ nâng lương|trợ cấp|related by being part of the same policy for employee benefits|8f49cb39c0ec4baf9bae0f598db33472
chế độ nâng lương|hợp đồng lao động|specified in the labor contract|8f49cb39c0ec4baf9bae0f598db33472
chế độ nâng lương|thỏa ước lao động tập thể|specified in the collective labor agreement|8f49cb39c0ec4baf9bae0f598db33472
chế độ nâng lương|quy định của người sử dụng lao động|regulated by the employer's regulations on employees|8f49cb39c0ec4baf9bae0f598db33472
thưởng|người sử dụng lao động|Thưởng được sử dụng để thưởng cho người lao động căn cứ vào kết quả sản xuất, kinh doanh, mức độ hoàn thành công việc.|bd9892612b654052a94d02b451367ef8
thưởng|người lao động|Thưởng được thưởng cho người lao động căn cứ vào kết quả sản xuất, kinh doanh, mức độ hoàn thành công việc.|bd9892612b654052a94d02b451367ef8
quy chế thưởng|người sử dụng lao động|Quy chế thưởng do người sử dụng lao động quyết định|1cb23430f1e9455faece344481299745
quy chế thưởng|công bố công khai|Quy chế thưởng do công bố công khai tại nơi làm việc|1cb23430f1e9455faece344481299745
người sử dụng lao động|tổ chức đại diện người lao động|người sử dụng lao động tham khảo ý kiến của tổ chức đại diện người lao động tại cơ sở|1cb23430f1e9455faece344481299745
nơi làm việc|tổ chức đại diện người lao động|công bố công khai tại nơi làm việc sau khi tham khảo ý kiến của tổ chức đại diện người lao động tại cơ sở|1cb23430f1e9455faece344481299745
chương vii thời giờ làm việc, thời giờ nghỉ ngơi mục 1 thời giờ làm việc điều 105|thời giờ nghỉ ngơi|belongs_to|1cb23430f1e9455faece344481299745
thời giờ làm việc bình thường|08 giờ trong 01 ngày|max duration within a day for normal working hours|0358a43a98d24784a7eb3a19998cb011
thời giờ làm việc bình thường|48 giờ trong 01 tuần|max duration within a week for normal working hours|0358a43a98d24784a7eb3a19998cb011
người sử dụng lao động|thời giờ làm việc|relationship between employer and working hours|0358a43a98d24784a7eb3a19998cb011
người lao động|thời giờ làm việc|notification requirement for working hours|0358a43a98d24784a7eb3a19998cb011
người sử dụng lao động|tuần làm việc 40 giờ|promoting 40-hour work week|0358a43a98d24784a7eb3a19998cb011
người sử dụng lao động|giới hạn thời gian làm việc|responsibility for limiting exposure to hazards|0358a43a98d24784a7eb3a19998cb011
giờ làm việc ban đêm|22 giờ đến 06 giờ sáng|definition of night working hours|0358a43a98d24784a7eb3a19998cb011
thời gian làm thêm giờ|thời giờ làm việc bình thường|is defined as the time for working outside regular working hours according to the law, collective labor agreements or internal labor regulations|dbeffedf12a4406aa9ab24401cac013e
thời gian làm thêm giờ|người sử dụng lao động|is related to the employer who uses labor for overtime when fulfilling certain requirements|dbeffedf12a4406aa9ab24401cac013e
người lao động|làm thêm giờ|is allowed to work overtime upon full consent and certain conditions, including the maximum number of overtime hours per day, per week, and per month|dbeffedf12a4406aa9ab24401cac013e
người lao động|nhận nhiệm vụ làm thêm|can work for up to 200 hours of overtime in a year, except for specific cases regulated in point 3|dbeffedf12a4406aa9ab24401cac013e
người lao động|thời giờ làm thêm|can work for up to 300 hours of overtime in a year in certain industries, occupations, jobs, or specific cases|dbeffedf12a4406aa9ab24401cac013e
tổ chức|làm thêm giờ|làm thêm giờ được tổ chức theo quy định tại khoản 3 Điều này|6bfcc86438b54e5081fcceb98aa80117
tổ chức|người sử dụng lao động|người sử dụng lao động phải thông báo bằng văn bản cho cơ quan chuyên môn về lao động|6bfcc86438b54e5081fcceb98aa80117
người sử dụng lao động|cơ quan chuyên môn về lao động|người sử dụng lao động phải thông báo bằng văn bản cho cơ quan chuyên môn về lao động|6bfcc86438b54e5081fcceb98aa80117
người sử dụng lao động|ủy ban nhân dân cấp tỉnh|người sử dụng lao động phải thông báo bằng văn bản cho Ủy ban nhân dân cấp tỉnh|6bfcc86438b54e5081fcceb98aa80117
chính phủ|quy định|Chính phủ issues regulations|d7cb457f07014978b59295b22eb354e0
chính phủ|điều này|Chính phủ specifies this|d7cb457f07014978b59295b22eb354e0
người sử dụng lao động|người lao động|có quyền yêu cầu làm thêm giờ|a0d98f4d41c54c98b2f05ba6407cdbff
người lao động|làm thêm giờ|yêu cầu làm thêm giờ|a0d98f4d41c54c98b2f05ba6407cdbff
người sử dụng lao động|làm thêm giờ|có quyền yêu cầu làm thêm giờ|a0d98f4d41c54c98b2f05ba6407cdbff
người lao động|được từ chối|không được từ chối trong trường hợp sau đây:|a0d98f4d41c54c98b2f05ba6407cdbff
người lao động|thực hiện lệnh động viên, huy động bảo đảm nhiệm vụ quốc phòng, an ninh|thực hiện lệnh động viên, huy động bảo đảm nhiệm vụ quốc phòng, an ninh|a0d98f4d41c54c98b2f05ba6407cdbff
bảo vệ tính mạng con người|tài sản của cơ quan, tổ chức, cá nhân|related to the protection of human lives and properties of organizations and individuals|8116fff6a401404ca3758326fc9876ce
phòng ngừa|khắc phục hậu quả thiên tai, hỏa hoạn, dịch bệnh nguy hiểm và thảm họa|involves preventing and mitigating the consequences of natural disasters, fires, dangerous epidemics, and disasters|8116fff6a401404ca3758326fc9876ce
nguy cơ ảnh hưởng đến tính mạng, sức khỏe của người lao động|pháp luật về an toàn, vệ sinh lao động|relates to the risk of impacting the lives and health of laborers according to the law on occupational safety and hygiene|8116fff6a401404ca3758326fc9876ce
người lao động|thời giờ làm việc|Người lao động làm việc theo thời giờ làm việc quy định tại Điều 105 của Bộ luật này|5b00172a3db34e33bf2d7b98c2ad838d
người lao động|nghỉ giữa giờ|được nghỉ giữa giờ ít nhất 30 phút liên tục, làm việc ban đêm thì được nghỉ giữa giờ ít nhất 45 phút liên tục.|5b00172a3db34e33bf2d7b98c2ad838d
nghỉ giữa giờ|thời giờ làm việc|thời giờ làm việc|5b00172a3db34e33bf2d7b98c2ad838d
người lao động|ca làm việc|làm việc theo ca liên tục từ 06 giờ trở lên thì thời gian nghỉ giữa giờ được tính vào giờ làm việc.|5b00172a3db34e33bf2d7b98c2ad838d
người sử dụng lao động|nghỉ giải lao|bố trí cho người lao động các đợt nghỉ giải lao và ghi vào nội quy lao động.|5b00172a3db34e33bf2d7b98c2ad838d
người lao động|nghỉ chuyển ca|Người lao động làm việc theo ca được nghỉ ít nhất 12 giờ trước khi chuyển sang ca làm việc khác.|5b00172a3db34e33bf2d7b98c2ad838d
ngày nghỉ hằng tuần|người lao động|Mỗi tuần, người lao động được nghỉ ít nhất 24 giờ liên tục|fe4d575dfac14bf2b92e87a28c870eee
ngày nghỉ hằng tuần|chu kỳ lao động|trường hợp đặc biệt do chu kỳ lao động không thể nghỉ hằng tuần|fe4d575dfac14bf2b92e87a28c870eee
người sử dụng lao động|người lao động|người sử dụng lao động có trách nhiệm bảo đảm cho người lao động được nghỉ tính bình quân 01 tháng ít nhất 04 ngày|fe4d575dfac14bf2b92e87a28c870eee
người sử dụng lao động|ngày nghỉ hằng tuần|người sử dụng lao động có quyền quyết định sắp xếp ngày nghỉ hằng tuần vào ngày Chủ nhật hoặc ngày xác định khác trong tuần|fe4d575dfac14bf2b92e87a28c870eee
người lao động|ngày nghỉ hằng tuần|Nếu ngày nghỉ hằng tuần trùng với ngày nghỉ lễ, tết quy định tại khoản 1 Điều 112 của Bộ luật này thì người lao động được nghỉ bù ngày nghỉ hằng tuần vào ngày làm việc kế tiếp|fe4d575dfac14bf2b92e87a28c870eee
ngày nghỉ hằng tuần|điều 112|Nếu ngày nghỉ hằng tuần trùng với ngày nghỉ lễ, tết quy định tại khoản 1 Điều 112 của Bộ luật này thì người lao động được nghỉ bù ngày nghỉ hằng tuần vào ngày làm việc kế tiếp|fe4d575dfac14bf2b92e87a28c870eee
người lao động|ngày lễ, tết|Người lao động được nghỉ làm việc, hưởng nguyên lương trong những ngày lễ, tết sau đây|fe4d575dfac14bf2b92e87a28c870eee
thủ tướng chính phủ|ngày nghỉ|Hằng năm, căn cứ vào điều kiện thực tế, Thủ tướng Chính phủ quyết định cụ thể ngày nghỉ quy định tại điểm b và điểm đ khoản 1 Điều này|fe4d575dfac14bf2b92e87a28c870eee
người lao động|nghỉ hằng năm|Người lao động được nghỉ hằng năm theo quy định của luật lao động|88781adc1d5b427f99eae67955ee635f
nghỉ hằng năm|hợp đồng lao động|Người lao động được hưởng nguyên lương theo hợp đồng lao động khi nghỉ hằng năm|88781adc1d5b427f99eae67955ee635f
người sử dụng lao động|người lao động|người sử dụng lao động có trách nhiệm quy định lịch nghỉ hằng năm sau khi tham khảo ý kiến của người lao động|88781adc1d5b427f99eae67955ee635f
người sử dụng lao động|nghỉ hằng năm|người sử dụng lao động có trách nhiệm quy định lịch nghỉ hằng năm và thông báo cho người lao động biết|88781adc1d5b427f99eae67955ee635f
chính phủ|quy định|Chính phủ issues regulations|43b65b8d85a04fe98d9b8a00f3e3e2ae
chính phủ|điều này|Chính phủ specifies this issue|43b65b8d85a04fe98d9b8a00f3e3e2ae
ngày nghỉ hằng năm|thâm niên làm việc|tăng thêm theo thâm niên làm việc|6f37c239ec0142c6aee1920219bfbd0e
ngày nghỉ hằng năm|người sử dụng lao động|số ngày nghỉ hằng năm của người lao động theo quy định tại khoản 1 Điều 113 của Bộ luật này được tăng thêm tương ứng 01 ngày|6f37c239ec0142c6aee1920219bfbd0e
người lao động|nghỉ việc riêng|is allowed to take time off and still receive full salary|de95c4ea297c4c3db8f68db6afffcc7d
người lao động|nghỉ không hưởng lương|is allowed to take time off without salary|de95c4ea297c4c3db8f68db6afffcc7d
người lao động|nguyên lương|receives full salary while taking time off|de95c4ea297c4c3db8f68db6afffcc7d
người lao động|người sử dụng lao động|must inform the employer|de95c4ea297c4c3db8f68db6afffcc7d
người lao động|kết hôn|is entitled to 3 days off when getting married|de95c4ea297c4c3db8f68db6afffcc7d
người lao động|con đẻ|is entitled to 1 day off when their child gets married|de95c4ea297c4c3db8f68db6afffcc7d
người lao động|cha đẻ|is entitled to 3 days off when their father-in-law, mother-in-law, stepfather, stepmother, husband, wife, biological child, adopted child passes away|de95c4ea297c4c3db8f68db6afffcc7d
người lao động|ông nội|is entitled to 1 day off when their grandfather, grandmother, uncle, aunt, sibling passes away|de95c4ea297c4c3db8f68db6afffcc7d
người lao động|cha hoặc mẹ kết hôn|is entitled to 1 day off when their parents-in-law get married|de95c4ea297c4c3db8f68db6afffcc7d
người lao động|anh chị em ruột kết hôn|is entitled to 1 day off when their siblings get married|de95c4ea297c4c3db8f68db6afffcc7d
người lao động|bộ luật|regulates the specific working hours and rest time|de95c4ea297c4c3db8f68db6afffcc7d
người lao động|bộ lao động - thương binh và xã hội|must comply with specific working hours and rest time regulations after agreeing with the Ministry of Labor, War Invalids and Social Affairs|de95c4ea297c4c3db8f68db6afffcc7d
kỷ luật lao động|quy định về việc tuân theo thời gian, công nghệ và điều hành sản xuất, kinh doanh|defines|f3c623eed18d46309e83a9f70789f7ce
kỷ luật lao động|người sử dụng lao động|regulated by|f3c623eed18d46309e83a9f70789f7ce
kỷ luật lao động|nội quy lao động|stipulated in|f3c623eed18d46309e83a9f70789f7ce
kỷ luật lao động|pháp luật|regulated by|f3c623eed18d46309e83a9f70789f7ce
người sử dụng lao động|nội quy lao động|ban hành|4650fae7fe8f4294b3cb621019ae76f6
nội quy lao động|văn bản|phải bằng|4650fae7fe8f4294b3cb621019ae76f6
sử dụng lao động|nội quy lao động|phải ban hành|4650fae7fe8f4294b3cb621019ae76f6
nội quy lao động|pháp luật về lao động|nội quy lao động không được trái với pháp luật về lao động và quy định của pháp luật có liên quan|2d4de1a93a9345488cc6fccf18154057
nội quy lao động|thời giờ làm việc, thời giờ nghỉ ngơi|bao gồm những nội dung chủ yếu sau đây, a) Thời giờ làm việc, thời giờ nghỉ ngơi|2d4de1a93a9345488cc6fccf18154057
nội quy lao động|trật tự tại nơi làm việc|bao gồm những nội dung chủ yếu sau đây, b) Trật tự tại nơi làm việc|2d4de1a93a9345488cc6fccf18154057
nội quy lao động|an toàn, vệ sinh lao động|bao gồm những nội dung chủ yếu sau đây, c) An toàn, vệ sinh lao động|2d4de1a93a9345488cc6fccf18154057
nội quy lao động|phòng, chống quấy rối tình dục tại nơi làm việc|bao gồm những nội dung chủ yếu sau đây, d) Phòng, chống quấy rối tình dục tại nơi làm việc; trình tự, thủ tục xử lý hành vi quấy rối tình dục tại nơi làm việc|2d4de1a93a9345488cc6fccf18154057
nội quy lao động|việc bảo vệ tài sản và bí mật kinh doanh, bí mật công nghệ, sở hữu trí tuệ của người sử dụng lao động|bao gồm những nội dung chủ yếu sau đây, đ) Việc bảo vệ tài sản và bí mật kinh doanh, bí mật công nghệ, sở hữu trí tuệ của người sử dụng lao động|2d4de1a93a9345488cc6fccf18154057
nội quy lao động|trường hợp được tạm thời chuyển người lao động làm việc khác so với hợp đồng lao động|bao gồm những nội dung chủ yếu sau đây, e) Trường hợp được tạm thời chuyển người lao động làm việc khác so với hợp đồng lao động|2d4de1a93a9345488cc6fccf18154057
nội quy lao động|các hành vi vi phạm kỷ luật lao động của người lao động và các hình thức xử lý kỷ luật lao động|bao gồm những nội dung chủ yếu sau đây, g) Các hành vi vi phạm kỷ luật lao động của người lao động và các hình thức xử lý kỷ luật lao động|2d4de1a93a9345488cc6fccf18154057
nội quy lao động|trách nhiệm vật chất|bao gồm những nội dung chủ yếu sau đây, h) Trách nhiệm vật chất|2d4de1a93a9345488cc6fccf18154057
nội quy lao động|người có thẩm quyền xử lý kỷ luật lao động|bao gồm những nội dung chủ yếu sau đây, i) Người có thẩm quyền xử lý kỷ luật lao động|2d4de1a93a9345488cc6fccf18154057
nội quy lao động|người sử dụng lao động|người sử dụng lao động phải tham khảo ý kiến của tổ chức đại diện người lao động tại cơ sở đối với nơi có tổ chức đại diện người lao động tại cơ sở.|e42f4526cdf54a3eab99b9466900c24a
nội quy lao động|người lao động|nội quy lao động phải được thông báo đến người lao động và những nội dung chính phải được niêm yết ở những nơi cần thiết tại nơi làm việc.|e42f4526cdf54a3eab99b9466900c24a
người sử dụng lao động|nội quy lao động|người sử dụng lao động sử dụng từ 10 người lao động trở lên phải đăng ký nội quy lao động|fdb5d56a8e364bf3841a9989c0596d8e
nội quy lao động|cơ quan chuyên môn về lao động|đăng ký nội quy lao động tại cơ quan chuyên môn về lao động thuộc Ủy ban nhân dân cấp tỉnh|fdb5d56a8e364bf3841a9989c0596d8e
người sử dụng lao động|hồ sơ đăng ký nội quy lao động|người sử dụng lao động phải nộp hồ sơ đăng ký nội quy lao động|fdb5d56a8e364bf3841a9989c0596d8e
cơ quan chuyên môn về lao động|người sử dụng lao động|cơ quan chuyên môn về lao động thuộc Ủy ban nhân dân cấp tỉnh thông báo, hướng dẫn người sử dụng lao động sửa đổi, bổ sung và đăng ký lại nếu nội dung nội quy lao động có quy định trái với pháp luật|fdb5d56a8e364bf3841a9989c0596d8e
người sử dụng lao động|chi nhánh|người sử dụng lao động có các chi nhánh, đơn vị, cơ sở sản xuất, kinh doanh đặt ở nhiều địa bàn khác nhau|fdb5d56a8e364bf3841a9989c0596d8e
cơ quan chuyên môn về lao động|cơ quan chuyên môn về lao động|cơ quan chuyên môn về lao động thuộc Ủy ban nhân dân cấp tỉnh có thể ủy quyền cho cơ quan chuyên môn về lao động thuộc Ủy ban nhân dân cấp huyện thực hiện việc đăng ký nội quy lao động|fdb5d56a8e364bf3841a9989c0596d8e
hồ sơ đăng ký nội quy lao động|văn bản đề nghị đăng ký nội quy lao động|hồ sơ đăng ký nội quy lao động bao gồm văn bản đề nghị đăng ký nội quy lao động|fdb5d56a8e364bf3841a9989c0596d8e
hồ sơ đăng ký nội quy lao động|nội quy lao động|hồ sơ đăng ký nội quy lao động bao gồm nội quy lao động|fdb5d56a8e364bf3841a9989c0596d8e
hồ sơ đăng ký nội quy lao động|văn bản góp ý của tổ chức đại diện người lao động tại cơ sở|hồ sơ đăng ký nội quy lao động bao gồm văn bản góp ý của tổ chức đại diện người lao động tại cơ sở đối với nơi có tổ chức đại diện người lao động tại cơ sở|fdb5d56a8e364bf3841a9989c0596d8e
hồ sơ đăng ký nội quy lao động|các văn bản của người sử dụng lao động|hồ sơ đăng ký nội quy lao động bao gồm các văn bản của người sử dụng lao động có quy định liên quan đến kỷ luật lao động và trách nhiệm vật chất (nếu có)|fdb5d56a8e364bf3841a9989c0596d8e
nội quy lao động|hiệu lực|Nội quy lao động có hiệu lực sau 15 ngày kể từ ngày cơ quan nhà nước có thẩm quyền quy định tại Điều 119 của Bộ luật này nhận được đầy đủ hồ sơ đăng ký nội quy lao động.|dbf4a8ba86bb42edbeef82ff8dbe4663
nội quy lao động|cơ quan nhà nước|cơ quan nhà nước có thẩm quyền quy định tại Điều 119 của Bộ luật|dbf4a8ba86bb42edbeef82ff8dbe4663
nội quy lao động|hồ sơ đăng ký|ngày cơ quan nhà nước có thẩm quyền quy định tại Điều 119 của Bộ luật này nhận được đầy đủ hồ sơ đăng ký nội quy lao động.|dbf4a8ba86bb42edbeef82ff8dbe4663
người sử dụng lao động|nội quy lao động|người sử dụng lao động sử dụng dưới 10 người lao động ban hành nội quy lao động bằng văn bản|dbf4a8ba86bb42edbeef82ff8dbe4663
người sử dụng lao động|hiệu lực|hiệu lực do người sử dụng lao động quyết định trong nội quy lao động.|dbf4a8ba86bb42edbeef82ff8dbe4663
việc xử lý kỷ luật lao động|người sử dụng lao động|phải chứng minh được lỗi của người lao động|5664fd4b1e914c8d92c8362f441948da
việc xử lý kỷ luật lao động|tổ chức đại diện người lao động|phải có sự tham gia của tổ chức đại diện người lao động tại cơ sở mà người lao động đang bị xử lý kỷ luật là thành viên|5664fd4b1e914c8d92c8362f441948da
việc xử lý kỷ luật lao động|người lao động|phải có mặt và có quyền tự bào chữa, nhờ luật sư hoặc tổ chức đại diện người lao động bào chữa|5664fd4b1e914c8d92c8362f441948da
việc xử lý kỷ luật lao động|người đại diện theo pháp luật|trường hợp là người chưa đủ 15 tuổi thì phải có sự tham gia của người đại diện theo pháp luật|5664fd4b1e914c8d92c8362f441948da
việc xử lý kỷ luật lao động|biên bản|phải được ghi thành biên bản|5664fd4b1e914c8d92c8362f441948da
hình thức xử lý kỷ luật lao động|hành vi vi phạm kỷ luật lao động|được áp dụng nhiều hình thức xử lý kỷ luật lao động đối với một hành vi vi phạm kỷ luật lao động|9f511da7a8b2409aa597453f69541399
người lao động|hành vi vi phạm kỷ luật lao động|một người lao động đồng thời có nhiều hành vi vi phạm kỷ luật lao động|9f511da7a8b2409aa597453f69541399
hành vi vi phạm kỷ luật lao động|hình thức kỷ luật cao nhất|chỉ áp dụng hình thức kỷ luật cao nhất tương ứng với hành vi vi phạm nặng nhất|9f511da7a8b2409aa597453f69541399
người lao động|kỷ luật lao động|Không được xử lý kỷ luật lao động đối với người lao động đang trong thời gian sau đây|9f511da7a8b2409aa597453f69541399
người sử dụng lao động|nghỉ ốm đau, điều dưỡng; nghỉ việc được sự đồng ý|nghỉ việc được sự đồng ý của người sử dụng lao động|9f511da7a8b2409aa597453f69541399
người lao động|đang bị tạm giữ, tạm giam|đang bị tạm giữ, tạm giam|9f511da7a8b2409aa597453f69541399
cơ quan có thẩm quyền|kết quả của cơ quan có thẩm quyền|chờ kết quả của cơ quan có thẩm quyền điều tra xác minh và kết luận|9f511da7a8b2409aa597453f69541399
người lao động nữ mang thai|người lao động nghỉ thai sản, nuôi con dưới 12 tháng tuổi|người lao động nữ mang thai; người lao động nghỉ thai sản, nuôi con dưới 12 tháng tuổi|9f511da7a8b2409aa597453f69541399
người lao động|kỷ luật lao động|đối tượng vi phạm quy định về kỷ luật lao động|290f6bd350564d2292e04ae9d9ea53b7
người lao động|bệnh tâm thần|nguyên nhân gây mất khả năng nhận thức hoặc khả năng điều khiển hành vi|290f6bd350564d2292e04ae9d9ea53b7
người lao động|bệnh khác|nguyên nhân gây mất khả năng nhận thức hoặc khả năng điều khiển hành vi|290f6bd350564d2292e04ae9d9ea53b7
bệnh tâm thần|khả năng nhận thức|ảnh hưởng đến khả năng nhận thức|290f6bd350564d2292e04ae9d9ea53b7
bệnh tâm thần|khả năng điều khiển hành vi|ảnh hưởng đến khả năng điều khiển hành vi|290f6bd350564d2292e04ae9d9ea53b7
bệnh khác|khả năng nhận thức|ảnh hưởng đến khả năng nhận thức|290f6bd350564d2292e04ae9d9ea53b7
bệnh khác|khả năng điều khiển hành vi|ảnh hưởng đến khả năng điều khiển hành vi|290f6bd350564d2292e04ae9d9ea53b7
chính phủ|trình tự|Chính phủ quy định trình tự|2a009640104d43c7a97ae910b9271403
chính phủ|thủ tục|Chính phủ quy định thủ tục|2a009640104d43c7a97ae910b9271403
chính phủ|xử lý kỷ luật lao động|Chính phủ quy định xử lý kỷ luật lao động|2a009640104d43c7a97ae910b9271403
xử lý kỷ luật lao động|điều 123|xử lý kỷ luật lao động theo Điều 123|2a009640104d43c7a97ae910b9271403
thời hiệu xử lý kỷ luật lao động|hành vi vi phạm|kỷ luật lao động được xử lý trong thời hiệu quy định sau khi xảy ra hành vi vi phạm|656427845b7347619c71bfc44ebf7a97
hành vi vi phạm|tài chính, tài sản, tiết lộ bí mật công nghệ, bí mật kinh doanh|nếu hành vi vi phạm liên quan trực tiếp đến các lĩnh vực này, thời hiệu xử lý kỷ luật lao động là 12 tháng|656427845b7347619c71bfc44ebf7a97
